"componente","grupo","familia","ordem","especie","categoria_portaria148","lista_anterior"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchorhynchus mareikeae","VU","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchorhynchus severii","VU","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchorhynchus villasboasi","EN","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Tembeassu marauna","CR","sim"
"Fauna","Peixes","Sternopygidae","Gymnotiformes","Archolaemus ferreirai","VU","nao"
"Fauna","Peixes","Sternopygidae","Gymnotiformes","Archolaemus santosi","VU","nao"
"Fauna","Peixes","Sternopygidae","Gymnotiformes","Eigenmannia vicentespelaea","VU","sim"
"Fauna","Peixes","Hexanchidae","Hexanchiformes","Notorynchus cepedianus","CR","sim"
"Fauna","Peixes","Alopiidae","Lamniformes","Alopias superciliosus","EN","sim"
"Fauna","Peixes","Alopiidae","Lamniformes","Alopias vulpinus","CR","sim"
"Fauna","Peixes","Cetorhinidae","Lamniformes","Cetorhinus maximus","CR","sim"
"Fauna","Peixes","Lamnidae","Lamniformes","Carcharodon carcharias","VU","sim"
"Fauna","Peixes","Odontaspididae","Lamniformes","Carcharias taurus","CR","sim"
"Fauna","Peixes","Ophidiidae","Ophidiiformes","Ophidion holbrookii","CR","sim"
"Fauna","Peixes","Ophidiidae","Ophidiiformes","Otophidium chickcharney","CR (PEX)","nao"
"Fauna","Peixes","Ginglymostomatidae","Orectolobiformes","Ginglymostoma cirratum","VU","sim"
"Fauna","Peixes","Rhincodontidae","Orectolobiformes","Rhincodon typus","VU","sim"
"Fauna","Peixes","Chaetodontidae","Perciformes","Prognathodes obliquus","VU","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Crenicichla cyclostoma","CR","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Crenicichla empheres","VU","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Crenicichla hadrostigma","VU","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Crenicichla heckeli","VU","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Crenicichla jegui","EN","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Crenicichla jupiaensis","EN","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Crenicichla urosema","EN","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Teleocichla centisquama","EN","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Teleocichla cinderella","EN","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Teleocichla prionogenys","VU","sim"
"Fauna","Peixes","Cichlidae","Perciformes","Teleocichla wajapi","EN","sim"
"Fauna","Peixes","Epinephelidae","Perciformes","Epinephelus itajara","CR","sim"
"Fauna","Peixes","Epinephelidae","Perciformes","Epinephelus marginatus","VU","sim"
"Fauna","Peixes","Epinephelidae","Perciformes","Epinephelus morio","VU","sim"
"Fauna","Peixes","Gobiidae","Perciformes","Elacatinus figaro","VU","sim"
"Fauna","Peixes","Istiophoridae","Perciformes","Kajikia albida","VU","sim"
"Fauna","Peixes","Istiophoridae","Perciformes","Makaira nigricans","EN","sim"
"Fauna","Peixes","Labridae","Perciformes","Halichoeres rubrovirens","VU","sim"
"Fauna","Peixes","Labrisomidae","Perciformes","Malacoctenus brunoi","VU","sim"
"Fauna","Peixes","Lutjanidae","Perciformes","Lutjanus cyanopterus","VU","sim"
"Fauna","Peixes","Lutjanidae","Perciformes","Lutjanus purpureus","VU","sim"
"Fauna","Peixes","Malacanthidae","Perciformes","Lopholatilus villarii","VU","sim"
"Fauna","Peixes","Microdesmidae","Perciformes","Cerdale fasciata","EN","sim"
"Fauna","Peixes","Polyprionidae","Perciformes","Polyprion americanus","CR","sim"
"Fauna","Peixes","Pomacentridae","Perciformes","Microspathodon chrysurus","VU","sim"
"Fauna","Peixes","Pomacentridae","Perciformes","Stegastes rocasensis","VU","sim"
"Fauna","Peixes","Pomacentridae","Perciformes","Stegastes sanctipauli","VU","sim"
"Fauna","Peixes","Pomacentridae","Perciformes","Stegastes trindadensis","VU","sim"
"Fauna","Peixes","Scaridae","Perciformes","Scarus trispinosus","EN","sim"
"Fauna","Peixes","Scaridae","Perciformes","Scarus zelindae","VU","sim"
"Fauna","Peixes","Scaridae","Perciformes","Sparisoma axillare","VU","sim"
"Fauna","Peixes","Scaridae","Perciformes","Sparisoma frondosum","VU","sim"
"Fauna","Peixes","Scaridae","Perciformes","Sparisoma rocha","VU","sim"
"Fauna","Peixes","Sciaenidae","Perciformes","Pogonias cromis","EN","sim"
"Fauna","Peixes","Scombridae","Perciformes","Thunnus thynnus","EN","sim"
"Fauna","Peixes","Serranidae","Perciformes","Choranthias salmopunctatus","VU","sim"
"Fauna","Peixes","Serranidae","Perciformes","Hyporthodus nigritus","EN","sim"
"Fauna","Peixes","Serranidae","Perciformes","Hyporthodus niveatus","VU","sim"
"Fauna","Peixes","Serranidae","Perciformes","Mycteroperca bonaci","VU","sim"
"Fauna","Peixes","Serranidae","Perciformes","Mycteroperca interstitialis","VU","sim"
"Fauna","Peixes","Tripterygiidae","Perciformes","Enneanectes smithi","VU","sim"
"Fauna","Peixes","Achiridae","Pleuronectiformes","Achirus mucuri","VU","sim"
"Fauna","Peixes","Pristidae","Pristiformes","Pristis pectinata","CR (PEX)","sim"
"Fauna","Peixes","Pristidae","Pristiformes","Pristis pristis","CR","sim"
"Fauna","Peixes","Dasyatidae","Rajiformes","Bathytoshia centroura","CR","sim"
"Fauna","Peixes","Dasyatidae","Rajiformes","Fontitrygon colarensis","VU","sim"
"Fauna","Peixes","Dasyatidae","Rajiformes","Hypanus americanus","VU","nao"
"Fauna","Peixes","Dasyatidae","Rajiformes","Hypanus marianae","VU","nao"
"Fauna","Peixes","Gymnuridae","Rajiformes","Gymnura altavela","CR","sim"
"Fauna","Peixes","Myliobatidae","Rajiformes","Manta birostris","VU","sim"
"Fauna","Peixes","Myliobatidae","Rajiformes","Mobula mobular","VU","sim"
"Fauna","Peixes","Myliobatidae","Rajiformes","Mobula tarapacana","VU","sim"
"Fauna","Peixes","Myliobatidae","Rajiformes","Mobula thurstoni","VU","sim"
"Fauna","Peixes","Myliobatidae","Rajiformes","Myliobatis freminvillei","EN","sim"
"Fauna","Peixes","Myliobatidae","Rajiformes","Myliobatis goodei","CR","sim"
"Fauna","Peixes","Myliobatidae","Rajiformes","Myliobatis ridens","CR","sim"
"Fauna","Peixes","Myliobatidae","Rajiformes","Rhinoptera brasiliensis","CR","sim"
"Fauna","Peixes","Potamotrygonidae","Rajiformes","Paratrygon aiereba","CR","sim"
"Fauna","Peixes","Rajidae","Rajiformes","Atlantoraja castelnaui","EN","sim"
"Fauna","Peixes","Rajidae","Rajiformes","Atlantoraja cyclophora","VU","nao"
"Fauna","Peixes","Rajidae","Rajiformes","Rioraja agassizii","VU","sim"
"Fauna","Peixes","Rajidae","Rajiformes","Sympterygia acuta","EN","sim"
"Fauna","Peixes","Rajidae","Rajiformes","Sympterygia bonapartii","EN","sim"
"Fauna","Peixes","Rhinobatidae","Rajiformes","Pseudobatos horkelii","CR","sim"
"Fauna","Peixes","Rhinobatidae","Rajiformes","Pseudobatos percellens","VU","nao"
"Fauna","Peixes","Rhinobatidae","Rajiformes","Zapteryx brevirostris","VU","sim"
"Fauna","Peixes","Urolophidae","Rajiformes","Urotrygon microphthalmum","VU","nao"
"Fauna","Peixes","Scorpaenidae","Scorpaeniformes","Scorpaenodes insularis","VU","sim"
"Fauna","Peixes","Ariidae","Siluriformes","Genidens barbus","EN","sim"
"Fauna","Peixes","Ariidae","Siluriformes","Genidens planifrons","CR","sim"
"Fauna","Peixes","Ariidae","Siluriformes","Paragenidens grandoculis","CR","sim"
"Fauna","Peixes","Ariidae","Siluriformes","Sciades parkeri","VU","sim"
"Fauna","Peixes","Callichthyidae","Siluriformes","Corydoras lacerdai","EN","sim"
"Fauna","Peixes","Callichthyidae","Siluriformes","Scleromystax macropterus","EN","sim"
"Fauna","Peixes","Doradidae","Siluriformes","Kalyptodoras bahiensis","EN","sim"
"Fauna","Peixes","Doradidae","Siluriformes","Rhynchodoras xingui","EN","sim"
"Fauna","Peixes","Heptapteridae","Siluriformes","Chasmocranus brachynemus","EN","sim"
"Fauna","Peixes","Heptapteridae","Siluriformes","Heptapterus multiradiatus","CR (PEX)","sim"
"Fauna","Peixes","Heptapteridae","Siluriformes","Pimelodella kronei","EN","sim"
"Fauna","Peixes","Heptapteridae","Siluriformes","Pimelodella spelaea","EN","sim"
"Fauna","Peixes","Heptapteridae","Siluriformes","Rhamdia jequitinhonha","VU","sim"
"Fauna","Peixes","Heptapteridae","Siluriformes","Rhamdiopsis krugi","VU","sim"
"Fauna","Peixes","Heptapteridae","Siluriformes","Taunayia bifasciata","VU","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Ancistrus cryptophthalmus","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Ancistrus formoso","VU","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Ancistrus minutus","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Baryancistrus longipinnis","CR","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Baryancistrus niveatus","CR","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Delturus parahybae","CR","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Harttia depressa","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Harttia dissidens","VU","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Harttia panara","VU","nao"
"Fauna","Peixes","Loricariidae","Siluriformes","Harttia villasboas","VU","nao"
"Fauna","Peixes","Loricariidae","Siluriformes","Hemiancistrus megalopteryx","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Hypancistrus zebra","CR","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Hypostomus subcarinatus","CR","nao"
"Fauna","Peixes","Loricariidae","Siluriformes","Isbrueckerichthys saxicola","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Leporacanthicus joselimai","VU","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Lithoxus lithoides","VU","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Loricaria coximensis","CR","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Microlepidogaster perforatus","CR","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Neoplecostomus botucatu","VU","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Otothyris juquiae","CR","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Parancistrus nudiventris","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Pareiorhaphis nasuta","CR","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Pareiorhaphis scutula","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Parotocinclus spilurus","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Plesioptopoma curvidens","CR","nao"
"Fauna","Peixes","Loricariidae","Siluriformes","Pogonopoma obscurum","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Pogonopoma parahybae","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Pseudotocinclus juquiae","CR","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Pseudotocinclus tietensis","EN","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Scobinancistrus aureatus","VU","sim"
"Fauna","Peixes","Loricariidae","Siluriformes","Scobinancistrus pariolispos","VU","sim"
"Fauna","Peixes","Pimelodidae","Siluriformes","Aguarunichthys tocantinsensis","EN","sim"
"Fauna","Peixes","Pimelodidae","Siluriformes","Conorhynchos conirostris","EN","sim"
"Fauna","Peixes","Pimelodidae","Siluriformes","Pimelodus joannis","VU","sim"
"Fauna","Peixes","Pimelodidae","Siluriformes","Pimelodus stewartii","VU","sim"
"Fauna","Peixes","Pimelodidae","Siluriformes","Pseudoplatystoma corruscans","VU","nao"
"Fauna","Peixes","Pimelodidae","Siluriformes","Steindachneridion amblyurum","CR","sim"
"Fauna","Peixes","Pimelodidae","Siluriformes","Steindachneridion doceanum","CR","sim"
"Fauna","Peixes","Pimelodidae","Siluriformes","Steindachneridion melanodermatum","EN","sim"
"Fauna","Peixes","Pimelodidae","Siluriformes","Steindachneridion parahybae","EN","sim"
"Fauna","Peixes","Pimelodidae","Siluriformes","Steindachneridion scriptum","EN","sim"
"Fauna","Peixes","Pseudopimelodidae","Siluriformes","Lophiosilurus alexandri","VU","sim"
"Fauna","Peixes","Pseudopimelodidae","Siluriformes","Microglanis maculatus","CR","nao"
"Fauna","Peixes","Pseudopimelodidae","Siluriformes","Microglanis robustus","CR","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Cambeva crassicaudata","EN","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Cambeva igobi","VU","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Cambeva mboycy","EN","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Cambeva paolence","EN","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Cambeva papillifera","EN","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Cambeva pascuali","CR","nao"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Cambeva tropeiro","CR","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Glaphyropoma spinosum","VU","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Ituglanis bambui","CR","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Ituglanis cahyensis","EN","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Ituglanis epikarsticus","VU","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Ituglanis mambai","EN","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Ituglanis passensis","VU","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Ituglanis ramiroi","VU","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Listrura camposi","CR","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Listrura nematopteryx","CR","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Microcambeva draco","EN","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Trichogenes claviger","CR","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Trichomycterus dali","VU","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Trichomycterus itacarambiensis","CR","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Trichomycterus rubbioli","VU","sim"
"Fauna","Peixes","Trichomycteridae","Siluriformes","Trichomycterus triguttatus","CR","sim"
"Fauna","Peixes","Squatinidae","Squatiniformes","Squatina argentina","CR","sim"
"Fauna","Peixes","Squatinidae","Squatiniformes","Squatina guggenheim","CR","sim"
"Fauna","Peixes","Squatinidae","Squatiniformes","Squatina occulta","CR","sim"
"Fauna","Peixes","Syngnathidae","Syngnathiformes","Hippocampus erectus","VU","sim"
"Fauna","Peixes","Syngnathidae","Syngnathiformes","Hippocampus patagonicus","VU","sim"
"Fauna","Peixes","Syngnathidae","Syngnathiformes","Hippocampus reidi","VU","sim"
"Fauna","Peixes","Narcinidae","Torpediniformes","Narcine brasiliensis","VU","nao"
"Flora",NA,"Acanthaceae",NA,"Aphelandra espirito-santensis","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Aphelandra margaritae","VU","sim"
"Flora",NA,"Acanthaceae",NA,"Aphelandra maximiliana","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Aphelandra rigida","EN","nao"
"Flora",NA,"Acanthaceae",NA,"Aphelandra stephanophysa","VU","nao"
"Flora",NA,"Acanthaceae",NA,"Dyschoriste lavandulacea","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Dyschoriste smithii","CR","sim"
"Flora",NA,"Acanthaceae",NA,"Justicia clausseniana","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Justicia genuflexa","VU","sim"
"Flora",NA,"Acanthaceae",NA,"Justicia meyeniana","EN","nao"
"Flora",NA,"Acanthaceae",NA,"Justicia nervata","EN","nao"
"Flora",NA,"Acanthaceae",NA,"Justicia polita","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Justicia ramulosa","VU","sim"
"Flora",NA,"Acanthaceae",NA,"Justicia tijucensis","VU","sim"
"Flora",NA,"Acanthaceae",NA,"Odontonema dissitiflorum","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Pachystachys dubiosa","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Schaueria paranaensis","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Staurogyne brachiata","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Staurogyne elegans","VU","sim"
"Flora",NA,"Acanthaceae",NA,"Staurogyne euryphylla","EN","nao"
"Flora",NA,"Acanthaceae",NA,"Staurogyne itatiaiae","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Staurogyne vauthieriana","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Staurogyne veronicifolia","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Staurogyne warmingiana","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Stenandrium hatschbachii","EN","sim"
"Flora",NA,"Acanthaceae",NA,"Stenandrium stenophyllum","EN","sim"
"Flora",NA,"Achariaceae",NA,"Kuhlmanniodendron macrocarpum","EN","nao"
"Flora",NA,"Alismataceae",NA,"Sagittaria lancifolia","VU","sim"
"Flora",NA,"Alstroemeriaceae",NA,"Alstroemeria amabilis","EN","sim"
"Flora",NA,"Alstroemeriaceae",NA,"Alstroemeria brasiliensis","EN","sim"
"Flora",NA,"Alstroemeriaceae",NA,"Alstroemeria capixaba","CR","sim"
"Flora",NA,"Alstroemeriaceae",NA,"Alstroemeria caryophyllaea","EN","sim"
"Flora",NA,"Alstroemeriaceae",NA,"Alstroemeria malmeana","CR","sim"
"Flora",NA,"Alstroemeriaceae",NA,"Alstroemeria orchidioides","EN","sim"
"Flora",NA,"Alstroemeriaceae",NA,"Alstroemeria penduliflora","EN","sim"
"Flora",NA,"Amaranthaceae",NA,"Alternanthera hirtula","VU","sim"
"Flora",NA,"Amaranthaceae",NA,"Alternanthera januarensis","EN","sim"
"Flora",NA,"Amaranthaceae",NA,"Amaranthus rosengurtii","EN","sim"
"Flora",NA,"Amaranthaceae",NA,"Froelichiella grisea","EN","sim"
"Flora",NA,"Amaranthaceae",NA,"Gomphrena centrota","EN","sim"
"Flora",NA,"Amaranthaceae",NA,"Gomphrena hatschbachiana","EN","sim"
"Flora",NA,"Amaranthaceae",NA,"Gomphrena nigricans","CR","sim"
"Flora",NA,"Amaranthaceae",NA,"Gomphrena paranensis","VU","sim"
"Flora",NA,"Amaranthaceae",NA,"Gomphrena pulchella","EN","sim"
"Flora",NA,"Amaranthaceae",NA,"Gomphrena regeliana","VU","sim"
"Flora",NA,"Amaranthaceae",NA,"Pfaffia argyrea","EN","sim"
"Flora",NA,"Amaranthaceae",NA,"Pfaffia minarum","VU","sim"
"Flora",NA,"Amaranthaceae",NA,"Quaternella glabratoides","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia aracensis","CR","sim"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia colatinensis","CR","sim"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia espiritensis","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia gardneriana","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia hyacinthina","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia intermedia","EN","nao"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia liboniana","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia nocturna","CR","sim"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia parviflora","CR","sim"
"Flora",NA,"Amaryllidaceae",NA,"Griffinia paubrasilica","CR","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum angustifolium","VU","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum brasilianum","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum breviflorum","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum leucobasis","CR","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum morelianum","VU","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum","CR","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum psittacinum","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum santacatarina","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum striatum","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Hippeastrum vittatum","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Worsleya procera","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Zephyranthes blumenavia","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Zephyranthes candida","EN","sim"
"Flora",NA,"Amaryllidaceae",NA,"Zephyranthes capivarina","VU","sim"
"Flora",NA,"Amaryllidaceae",NA,"Zephyranthes coerulea","VU","sim"
"Flora",NA,"Amaryllidaceae",NA,"Zephyranthes irwiniana","VU","sim"
